Plant_Name,Nutrient_Requirement (mg/L),Hormone_Requirement (mg/L),Temperature (°C),pH_Level,Light_Intensity (lux),Contamination_Sensitivity,Recommended_Media
Orchid,399.91,3.06,17.51,6.39,3452.41,High,Murashige & Skoog
Cactus,167.93,1.05,19.45,5.17,1571.74,Low,Nitsch
Wheat,54.95,0.74,26.27,5.15,1679.91,Low,B5
Mango,42.62,0.37,24.52,7.21,1909.68,Medium,B5
Tomato,184.24,0.81,17.88,5.27,1619.36,Low,Nitsch
Apple,81.4,0.44,23.64,6.56,2645.45,High,Nitsch
Fern,66.94,0.55,15.28,5.28,2163.2,Low,B5
Rose,222.78,4.92,18.24,6.04,3757.05,High,Gamborg
Bamboo,92.81,1.44,17.81,6.3,2714.81,Low,White
Rose,117.91,1.79,25.02,7.15,4042.43,Medium,Nitsch
Tulip,45.53,0.14,28.63,6.83,1543.33,Low,B5
Mango,57.03,0.57,18.12,6.94,1597.72,Low,Murashige & Skoog
Fern,93.78,0.58,25.8,7.23,2979.66,Low,Gamborg
Orchid,270.06,2.95,23.07,6.21,3842.06,Medium,Gamborg
Tulip,65.47,0.74,28.38,5.83,2721.2,Low,Gamborg
Orchid,288.29,2.52,26.88,5.76,3352.82,Medium,Gamborg
Bamboo,85.12,2.01,18.37,6.48,2394.01,Low,B5
Mango,44.69,0.87,18.24,7.03,1565.74,High,Gamborg
Bamboo,83.25,2.37,19.95,5.43,1296.34,High,White
Orchid,221.13,4.79,19.8,5.46,3731.19,Low,Gamborg
Fern,93.17,0.89,19.32,6.14,2494.54,High,Nitsch
Bamboo,198.01,1.55,27.68,7.45,1562.3,High,Nitsch
Bamboo,151.96,1.99,22.16,5.41,2233.44,Medium,Nitsch
Orchid,323.83,2.05,28.05,7.22,3734.48,Low,B5
Wheat,12.08,0.74,21.15,6.78,2350.44,High,Gamborg
Mango,27.02,0.25,25.93,5.6,1949.48,Medium,B5
Wheat,10.49,0.3,17.91,6.88,1954.4,Medium,Nitsch
Tomato,125.61,0.54,21.36,6.7,2035.51,Medium,Nitsch
Orchid,276.68,3.92,18.89,7.1,4906.28,Low,Gamborg
Tomato,164.08,1.55,16.04,5.82,1174.97,Medium,Nitsch
Tulip,30.61,0.67,19.27,6.63,1420.8,Low,White
Bamboo,70.21,1.33,16.34,5.28,2808.22,Low,B5
Mango,22.5,0.12,28.36,6.44,1039.98,High,White
Wheat,44.83,0.76,16.54,6.55,1872.99,Medium,Gamborg
Fern,12.74,0.86,19.9,6.7,2895.17,Low,Murashige & Skoog
Wheat,94.46,0.6,25.52,7.1,1167.14,Medium,B5
Cactus,139.94,1.36,15.1,7.02,1245.66,High,Nitsch
Tomato,100.43,1.18,22.16,7.49,1816.76,Low,Nitsch
Bamboo,142.04,0.97,16.58,5.13,1045.76,Low,Nitsch
Wheat,26.7,0.81,16.94,7.29,2175.15,High,White
Cactus,96.19,1.4,19.26,6.82,1971.36,High,Nitsch
Mango,56.88,0.71,20.54,5.03,2513.39,Low,Nitsch
Orchid,108.59,1.66,28.43,5.74,3467.41,Low,B5
Orchid,170.5,3.68,27.62,5.58,3375.36,High,B5
Cactus,198.8,1.86,28.9,5.85,2295.37,Low,White
Orchid,283.56,3.06,23.88,5.24,3955.33,Low,Gamborg
Wheat,17.96,0.57,19.43,6.35,2147.64,Low,Nitsch
Bamboo,191.91,1.48,23.35,7.2,2770.14,Low,Nitsch
Apple,33.91,0.11,17.32,7.46,1639.6,Medium,B5
Tulip,82.24,0.98,28.34,5.49,1115.23,Low,Gamborg
Bamboo,146.47,1.04,27.9,5.82,2838.23,Low,B5
Bamboo,144.6,0.82,19.29,5.52,2081.01,High,Nitsch
Fern,80.74,0.18,29.62,5.29,2546.14,Low,Gamborg
Tomato,127.74,0.52,23.61,7.23,1435.68,Medium,Nitsch
Orchid,347.63,4.36,18.87,7.39,3833.2,Medium,Murashige & Skoog
Cactus,184.89,1.06,23.65,5.29,1923.69,Low,Nitsch
Cactus,97.29,1.47,28.8,6.25,2661.98,Low,White
Orchid,275.68,4.16,27.21,5.5,3803.29,Low,Gamborg
Rose,194.76,3.63,20.68,5.88,3216.14,Low,Nitsch
Wheat,85.17,0.54,23.44,5.93,1273.48,High,White
Tomato,98.38,1.69,19.16,6.83,2446.02,Medium,Nitsch
Bamboo,145.79,1.76,25.62,6.6,2341.41,Low,White
Tulip,77.13,0.19,28.14,5.73,1806.92,Medium,B5
Mango,30.29,0.96,16.32,5.01,2345.87,High,White
Rose,281.95,3.95,29.61,5.95,3128.95,Low,Gamborg
Wheat,58.54,0.24,23.84,7.22,1837.03,Low,B5
Apple,21.44,0.63,22.6,6.74,1610.41,Low,Murashige & Skoog
Tulip,64.91,0.48,28.8,6.6,1797.39,Low,White
Cactus,94.07,1.72,27.17,5.59,1819.83,High,Murashige & Skoog
Tulip,31.68,0.97,22.66,5.71,1568.57,High,Nitsch
Bamboo,193.15,0.96,15.09,6.5,2015.69,Medium,Nitsch
Rose,118.56,2.82,19.31,5.69,3444.76,Low,Nitsch
Mango,12.47,0.25,26.67,5.33,1542.56,Medium,White
Tomato,193.86,1.72,18.19,6.72,1411.49,Low,Nitsch
Wheat,32.05,0.1,28.21,5.74,1172.75,Low,Gamborg
Tomato,198.94,0.79,16.49,6.1,2126.66,Low,Nitsch
Fern,37.23,0.48,19.71,7.29,1083.91,High,B5
Tomato,160.95,0.99,28.05,6.63,2285.39,Low,B5
Apple,57.24,0.36,28.21,7.09,1987.24,Low,White
Mango,77.65,0.39,23.8,5.97,2432.8,Low,White
Tulip,68.85,0.59,20.29,7.13,2419.41,Medium,Nitsch
Rose,146.88,2.32,29.96,5.56,4396.6,Low,Gamborg
Bamboo,96.52,1.19,23.91,6.47,2158.15,High,White
Tulip,27.68,0.51,28.09,5.22,1060.86,Medium,Murashige & Skoog
Bamboo,112.69,1.31,16.3,5.01,2796.85,Low,Nitsch
Wheat,31.29,0.29,20.24,5.44,1135.6,Low,Murashige & Skoog
Fern,78.48,0.51,17.64,6.16,2295.77,Medium,Nitsch
Orchid,350.02,1.52,15.48,5.68,4801.87,Medium,Nitsch
Mango,26.33,0.52,23.53,6.13,2837.89,Low,Nitsch
Mango,86.96,0.72,29.73,6.97,1903.02,Low,Gamborg
Tulip,92.6,0.3,16.8,5.51,1339.14,Medium,Gamborg
Wheat,33.79,0.61,23.0,6.95,2856.04,Medium,Nitsch
Apple,49.38,0.14,27.93,7.49,2846.42,Medium,B5
Orchid,306.51,1.67,17.35,5.12,3823.66,Medium,White
Apple,42.97,0.2,15.78,6.0,1199.85,High,B5
Bamboo,125.43,0.87,25.27,6.05,1183.85,High,Nitsch
Bamboo,166.82,2.12,27.35,6.38,1354.24,Medium,B5
Tulip,42.99,0.6,22.48,6.51,1064.22,Medium,White
Tulip,27.38,0.69,23.2,7.45,2670.81,Low,Gamborg
Mango,44.77,0.76,24.34,6.21,1353.06,High,Gamborg
Bamboo,174.88,1.33,24.55,5.58,2299.76,Low,Nitsch
Rose,278.59,3.51,16.67,6.01,4721.45,Medium,Gamborg
Apple,57.02,0.91,17.14,6.65,1497.77,High,Murashige & Skoog
Cactus,191.54,2.07,18.01,6.59,2518.29,Low,Nitsch
Fern,18.4,0.42,17.04,6.41,1848.23,Low,B5
Fern,58.86,0.83,19.14,7.24,1472.52,Medium,Gamborg
Tulip,85.33,0.48,26.95,6.33,1961.12,High,Gamborg
Mango,95.08,0.17,29.45,6.13,2521.72,High,Murashige & Skoog
Tulip,44.45,0.2,17.01,7.09,2499.51,Low,Murashige & Skoog
Mango,84.36,0.69,19.49,5.47,1153.93,Medium,Gamborg
Rose,289.15,1.23,20.63,5.65,3740.67,Low,Gamborg
Wheat,75.18,0.21,15.22,7.37,1385.75,High,Gamborg
Rose,286.66,4.53,16.52,7.12,4597.24,Low,Gamborg
Rose,221.63,4.87,18.03,6.45,3166.48,High,Gamborg
Rose,250.25,3.07,15.54,7.39,3348.47,Medium,Gamborg
Mango,45.61,0.47,24.65,6.66,1308.58,Medium,Murashige & Skoog
Apple,38.19,0.29,16.89,5.94,2081.87,Medium,Nitsch
Tomato,81.21,2.27,28.08,5.08,2378.8,Low,Murashige & Skoog
Wheat,28.51,0.59,17.68,7.08,2554.32,High,Nitsch
Bamboo,104.57,2.07,25.25,5.2,2115.95,Medium,Murashige & Skoog
Apple,97.49,0.14,16.41,5.31,1861.13,Low,B5
Wheat,53.61,0.75,20.43,5.88,2513.85,High,Gamborg
Bamboo,81.96,1.2,19.37,6.67,2656.27,Medium,Gamborg
Wheat,58.74,0.34,17.44,6.01,2973.67,Medium,Nitsch
Orchid,148.87,1.47,23.38,5.75,4994.85,Low,Nitsch
Tomato,63.59,1.19,17.38,7.41,2155.02,Low,White
Tulip,91.03,0.47,28.12,5.16,2771.44,High,Gamborg
Rose,113.91,4.66,16.48,5.7,3218.57,Low,Nitsch
Mango,76.49,0.75,26.9,5.59,1741.01,Low,White
Tomato,83.28,1.76,21.41,5.63,2430.27,Low,Murashige & Skoog
Cactus,97.88,2.39,19.87,5.87,2741.28,Medium,Murashige & Skoog
Apple,14.08,0.52,21.38,5.9,2563.97,Low,Gamborg
Fern,60.86,0.3,21.34,6.43,2947.3,Medium,White
Fern,22.89,0.12,27.38,7.1,2492.72,Low,B5
Fern,38.46,0.51,20.74,7.28,1468.31,High,Nitsch
Wheat,69.68,0.61,28.86,5.25,1441.28,Low,Nitsch
Orchid,138.06,4.48,27.64,6.82,3851.93,Medium,B5
Apple,89.11,0.4,25.77,5.16,2418.99,Medium,Nitsch
Cactus,61.87,2.4,23.03,6.45,2230.04,Low,B5
Apple,68.62,0.5,20.97,5.91,1566.94,High,Nitsch
Bamboo,129.47,1.0,29.74,6.6,2688.7,Medium,B5
Cactus,132.97,1.37,25.72,5.66,1899.18,Medium,Nitsch
Bamboo,138.35,1.86,19.41,6.1,2613.62,High,Nitsch
Wheat,24.86,0.44,16.04,6.79,1295.49,Medium,Gamborg
Wheat,77.45,0.68,21.24,6.7,2097.9,High,Nitsch
Wheat,28.38,0.72,15.05,6.37,1802.14,Low,White
Orchid,151.28,1.73,16.65,7.36,4345.5,High,Nitsch
Orchid,199.35,2.84,15.6,7.22,4706.01,Medium,Nitsch
Rose,284.14,2.79,24.09,6.37,4597.69,Low,Gamborg
Fern,79.43,0.55,20.31,7.33,1108.54,Medium,Murashige & Skoog
Rose,315.8,3.23,22.27,6.06,4038.97,Medium,Murashige & Skoog
Fern,19.78,0.36,25.64,6.47,1960.25,Low,White
Apple,90.71,0.64,25.47,6.16,2512.96,Medium,White
Orchid,367.03,2.22,17.07,5.22,4440.88,Low,White
Wheat,60.31,0.65,28.95,6.64,2294.95,High,B5
Cactus,72.31,2.03,24.49,7.04,1057.37,Medium,Murashige & Skoog
Rose,277.89,3.41,28.59,6.17,3136.1,Low,Gamborg
Cactus,51.21,2.05,27.23,7.49,1824.39,Medium,Gamborg
Tulip,62.9,0.97,16.55,5.3,2403.52,Low,Gamborg
Wheat,87.36,0.45,29.62,5.3,2889.34,High,Murashige & Skoog
Tomato,195.75,0.53,25.96,7.22,1351.62,High,Murashige & Skoog
Tomato,172.91,0.65,21.74,6.59,1381.19,Low,Nitsch
Mango,16.67,0.48,28.22,5.38,2771.6,High,B5
Fern,34.88,0.89,25.32,5.86,1854.98,Low,Murashige & Skoog
Tomato,99.91,1.58,27.2,5.93,1930.6,Low,Nitsch
Mango,46.92,0.58,26.7,6.63,1853.18,High,B5
Rose,202.39,1.91,24.38,5.1,3354.87,Medium,Gamborg
Fern,71.5,0.89,26.98,5.46,2130.81,Low,Murashige & Skoog
Tomato,170.9,1.41,17.25,6.1,1396.07,Medium,Nitsch
Wheat,41.46,0.94,23.44,7.11,2521.46,High,B5
Wheat,87.93,0.39,23.22,6.52,1944.86,High,Nitsch
Rose,388.5,2.5,23.14,7.13,3668.0,High,White
Wheat,90.92,0.24,19.94,6.16,2694.23,High,B5
Apple,93.88,0.25,17.35,7.37,2019.36,High,Gamborg
Mango,80.49,0.84,27.96,6.42,2733.89,Medium,Murashige & Skoog
Wheat,78.28,0.48,16.1,5.88,2247.89,Low,Murashige & Skoog
Wheat,83.45,0.56,19.87,5.81,1653.85,Medium,Nitsch
Tulip,38.73,0.54,16.14,7.07,1531.91,Medium,White
Mango,29.27,0.18,28.45,7.45,2909.02,High,Gamborg
Fern,69.5,0.84,18.13,5.97,2281.67,High,Nitsch
Mango,28.36,0.96,19.73,6.03,1717.65,Low,B5
Bamboo,111.45,1.34,22.91,5.05,1993.33,Medium,Nitsch
Apple,17.9,0.51,29.21,7.25,2402.7,High,Murashige & Skoog
Bamboo,192.06,2.02,25.31,6.04,1574.72,High,B5
Orchid,363.02,2.78,18.69,5.56,3067.98,Low,Nitsch
Wheat,42.31,0.83,16.8,6.15,1244.68,Medium,White
Fern,81.61,0.71,22.64,7.07,1455.58,Low,Nitsch
Mango,23.23,0.89,18.18,5.74,2413.18,Medium,Murashige & Skoog
Tomato,102.18,2.24,28.51,5.81,1184.06,High,Gamborg
Rose,100.1,1.24,21.49,7.4,4781.7,Medium,Nitsch
Orchid,225.05,1.19,19.59,6.69,3270.33,Medium,Gamborg
Orchid,398.71,4.07,25.39,7.14,4332.84,High,Murashige & Skoog
Fern,47.13,0.55,15.7,5.7,1736.02,High,Nitsch
Apple,96.13,0.62,17.38,6.29,1791.57,High,White
Rose,250.94,3.96,19.09,7.06,4784.91,Medium,Gamborg
Cactus,152.2,0.73,26.16,5.41,2374.83,Low,B5
Rose,110.46,1.16,29.24,7.41,3055.48,Medium,Murashige & Skoog
Wheat,28.59,0.1,29.71,7.35,1548.29,Low,Murashige & Skoog
Orchid,247.96,4.15,22.42,6.07,3023.15,High,Gamborg
Bamboo,139.73,1.92,22.87,6.71,1676.59,High,Nitsch
Tomato,59.68,1.59,16.31,6.11,1515.16,Low,Murashige & Skoog
Bamboo,108.68,2.06,17.83,7.04,2719.45,Medium,Nitsch
Fern,28.82,0.34,17.5,5.46,1072.98,Medium,Nitsch
Apple,36.06,0.59,19.9,7.16,1421.91,Medium,White
Orchid,386.99,1.06,15.89,6.25,4824.76,Medium,Nitsch
Tulip,12.84,0.42,20.19,6.36,1515.66,High,Gamborg
Mango,99.15,0.65,20.45,5.62,2145.79,Medium,Gamborg
Cactus,149.22,1.22,20.82,5.72,2411.27,Medium,Nitsch
Cactus,190.98,2.46,27.6,7.48,1531.44,Low,Gamborg
Tulip,34.35,0.84,26.21,6.25,2345.59,Medium,White
Tulip,10.72,0.85,22.74,7.36,1956.33,Low,Murashige & Skoog
Apple,96.4,0.2,16.01,5.11,1854.54,Low,Murashige & Skoog
Wheat,90.9,0.33,24.43,5.11,1773.13,High,Nitsch
Rose,293.42,1.52,27.91,6.66,4421.47,Low,Gamborg
Cactus,132.75,1.49,20.03,6.79,2076.42,High,Nitsch
Mango,31.48,0.38,19.74,7.01,1198.08,Low,White
Cactus,111.62,1.53,15.98,6.27,2918.48,Low,Nitsch
Bamboo,129.75,1.53,19.28,7.49,1548.46,Medium,Nitsch
Rose,100.88,2.4,16.07,6.86,4122.03,Low,Nitsch
Wheat,35.79,0.83,15.05,5.83,2318.99,Medium,White
Tulip,58.7,0.58,28.11,5.13,1848.95,Medium,Nitsch
Orchid,392.94,1.86,29.03,5.51,4862.59,High,B5
Wheat,62.37,0.39,20.75,6.1,1845.41,Medium,White
Wheat,59.76,0.8,22.08,5.06,2542.22,High,Nitsch
Tulip,82.31,0.35,21.74,5.04,2607.75,High,Gamborg
Rose,208.77,3.73,16.69,6.17,3337.97,Medium,Gamborg
Orchid,201.5,1.6,24.5,6.69,3297.38,Medium,Gamborg
Fern,81.35,0.1,20.16,6.24,2637.28,Low,Gamborg
Rose,296.9,2.06,15.89,5.0,4808.83,High,Gamborg
Wheat,53.83,0.24,29.23,5.62,2003.29,Medium,White
Cactus,136.94,1.14,17.97,6.05,1573.65,Medium,Nitsch
Tulip,75.72,0.75,20.49,6.77,1931.06,High,Murashige & Skoog
Tomato,121.23,2.2,29.86,6.58,2586.89,Low,Gamborg
Bamboo,193.11,1.65,26.31,6.28,1572.41,Low,Gamborg
Tomato,120.66,0.8,27.77,5.2,1620.52,Low,Gamborg
Apple,59.91,0.94,27.2,6.67,1698.73,High,Murashige & Skoog
Orchid,259.47,4.87,22.29,7.06,4539.16,Medium,Gamborg
Tomato,98.49,1.33,28.43,5.9,1574.8,Low,White
Fern,59.02,0.23,27.26,5.56,2196.11,High,Nitsch
Cactus,126.17,1.09,20.75,5.33,1554.58,Low,Nitsch
Wheat,33.92,0.81,29.35,7.25,1229.9,Low,Gamborg
Fern,21.01,0.19,20.77,7.48,2137.89,High,White
Bamboo,149.35,2.41,23.83,5.16,1985.78,High,Nitsch
Tomato,196.88,1.22,16.63,6.95,1732.13,Low,Nitsch
Apple,44.85,0.97,16.27,7.05,1683.12,Medium,Gamborg
Apple,41.38,0.22,17.17,6.9,1289.84,Low,B5
Tomato,103.35,0.65,27.85,7.15,1825.87,Low,Gamborg
Tulip,93.46,0.59,23.04,6.68,1681.71,High,B5
Mango,34.27,0.59,20.4,6.35,1811.97,High,White
Cactus,135.83,1.65,20.76,6.05,2600.26,Medium,Nitsch
Mango,15.02,0.81,27.45,6.0,2277.91,Low,White
Wheat,35.87,0.65,17.78,7.27,1822.05,High,White
Cactus,96.98,0.62,18.87,6.23,2892.27,High,White
Wheat,28.83,0.91,15.33,7.26,1226.51,Medium,White
Fern,53.04,0.23,25.3,7.35,2144.9,Medium,Gamborg
Mango,59.25,0.16,21.06,6.64,1769.77,Medium,Gamborg
Apple,55.64,0.86,22.92,5.31,1503.55,Medium,B5
Fern,83.1,0.38,24.71,5.66,2380.76,Low,B5
Fern,69.86,0.4,17.59,6.25,1904.59,Medium,Murashige & Skoog
Bamboo,143.06,1.35,24.35,6.0,2676.07,Medium,Nitsch
Mango,91.11,0.56,24.91,7.49,1293.93,Medium,Murashige & Skoog
Bamboo,175.83,1.69,29.07,7.16,1149.74,Medium,Murashige & Skoog
Cactus,177.64,1.93,23.5,5.05,1471.6,Medium,Nitsch
Bamboo,159.54,0.87,24.1,6.57,2503.93,Low,Nitsch
Tulip,66.94,0.54,29.21,6.3,1419.2,Low,Nitsch
Mango,71.72,0.65,27.8,7.25,1777.77,High,B5
Mango,47.32,0.39,27.43,5.01,2289.26,Low,Nitsch
Wheat,56.85,0.65,27.16,6.96,1069.25,Medium,White
Fern,61.73,0.96,21.47,5.44,1946.47,High,Nitsch
Wheat,82.72,0.69,17.78,6.84,2183.79,Low,Nitsch
Mango,67.63,0.75,18.39,6.24,1916.34,Low,Murashige & Skoog
Fern,43.96,0.17,21.87,5.4,2408.83,High,Gamborg
Tomato,169.61,2.3,18.21,6.67,2476.93,Medium,Nitsch
Orchid,251.2,1.05,18.92,5.81,4704.07,Low,Gamborg
Wheat,19.42,0.95,17.74,6.04,1430.31,Medium,B5
Wheat,71.37,0.27,20.73,5.94,1475.87,High,Murashige & Skoog
Rose,183.55,1.97,20.9,5.22,4338.26,Medium,Nitsch
Mango,73.04,0.47,19.74,7.35,1525.6,Medium,Nitsch
Tomato,193.0,2.32,16.77,5.46,1623.19,Medium,Nitsch
Wheat,22.1,0.28,28.54,5.27,1797.76,Medium,Murashige & Skoog
Wheat,17.94,0.34,20.51,5.98,1235.77,High,B5
Tomato,156.41,1.33,28.72,6.02,1891.92,Low,Murashige & Skoog
Fern,11.58,0.49,20.04,7.01,1214.23,Low,Murashige & Skoog
Fern,31.76,0.17,27.63,5.62,1291.12,Low,Gamborg
Orchid,332.26,2.42,15.13,6.84,4999.46,Low,Murashige & Skoog
Rose,349.6,3.0,17.41,7.22,3972.85,High,Murashige & Skoog
Wheat,91.56,0.59,21.98,6.97,1202.89,Medium,Gamborg
Bamboo,61.52,1.49,20.02,6.64,1364.55,High,B5
Tomato,63.33,1.7,16.36,5.39,2209.87,Medium,Nitsch
Apple,62.2,0.68,20.16,6.92,1259.22,Low,Gamborg
Mango,16.1,0.32,24.85,5.03,2208.19,Medium,Murashige & Skoog
Mango,26.29,0.13,22.69,6.64,1913.82,High,Gamborg
Cactus,167.57,1.83,18.62,6.31,1098.58,Low,Nitsch
Bamboo,76.11,0.54,20.36,6.82,2842.04,High,B5
Tomato,199.92,1.07,17.81,6.16,2009.82,Low,Nitsch
Mango,29.4,0.67,15.93,5.2,1019.15,Low,Murashige & Skoog
Tulip,72.06,0.33,29.5,7.06,1862.38,Medium,Murashige & Skoog
Cactus,156.02,1.31,28.95,5.77,2686.67,High,Murashige & Skoog
Wheat,44.91,0.87,26.08,5.39,2215.42,High,Nitsch
Orchid,284.36,4.31,21.63,7.38,4104.04,Low,Gamborg
Wheat,77.3,0.12,21.02,5.64,2276.29,Medium,Murashige & Skoog
Fern,69.99,0.25,23.18,5.84,1154.83,High,Gamborg
Bamboo,95.48,1.37,28.43,7.37,2437.63,Low,B5
Fern,19.25,0.7,19.37,7.38,1872.12,Low,Murashige & Skoog
Tomato,89.18,1.53,20.43,7.04,1138.79,High,Gamborg
Bamboo,150.91,0.77,15.34,7.16,1666.89,Medium,Nitsch
Rose,151.81,4.54,24.82,7.39,4600.08,Low,Nitsch
Tulip,40.21,0.67,17.45,6.92,2164.06,Low,Gamborg
Mango,66.76,0.56,21.92,7.48,2008.8,Medium,B5
Bamboo,136.85,2.1,23.42,5.16,2386.89,Medium,Nitsch
Tomato,169.97,1.12,19.69,6.89,1824.87,High,Nitsch
Tomato,137.77,0.76,23.57,6.95,2858.98,Medium,Nitsch
Bamboo,89.08,1.3,19.99,7.01,2848.51,Medium,White
Wheat,84.75,0.13,24.78,6.24,2875.79,High,Nitsch
Tulip,87.57,0.59,25.72,7.41,2156.23,Low,Nitsch
Tomato,96.57,0.87,16.74,5.13,2508.21,High,B5
Fern,45.75,0.53,17.54,5.11,1378.25,Medium,Murashige & Skoog
Orchid,250.91,1.79,20.53,5.68,3838.21,Low,Gamborg
Orchid,287.52,4.38,28.65,6.16,3177.34,Medium,Gamborg
Mango,52.94,0.59,23.94,6.67,2780.2,Medium,White
Cactus,171.42,2.28,15.74,7.12,1144.53,High,Nitsch
Mango,25.24,0.42,17.76,6.11,1823.49,Low,Murashige & Skoog
Rose,190.11,4.02,16.11,6.31,3244.63,Medium,Nitsch
Bamboo,88.79,2.18,17.9,7.02,2587.92,Medium,Murashige & Skoog
Bamboo,84.03,1.43,15.13,6.33,2905.56,High,B5
Fern,51.06,0.24,21.22,5.76,2222.38,High,White
Tomato,103.19,1.33,20.01,5.53,2236.9,Low,Nitsch
Bamboo,56.02,0.86,20.15,5.45,1167.02,High,Murashige & Skoog
Apple,42.0,0.79,24.23,5.91,1383.61,High,Murashige & Skoog
Cactus,146.94,2.13,22.82,6.79,2792.45,Low,Nitsch
Mango,91.89,0.49,28.56,6.55,2740.1,High,Murashige & Skoog
Apple,53.89,0.25,24.45,6.11,1342.25,Medium,Murashige & Skoog
Fern,36.56,0.84,15.21,6.01,2234.16,Medium,Murashige & Skoog
Apple,16.29,0.54,19.86,7.12,2415.58,Low,B5
Tomato,183.04,0.62,16.92,6.24,1490.4,High,Nitsch
Cactus,88.18,0.62,22.95,6.23,1012.65,High,Nitsch
Wheat,88.13,0.96,29.15,7.2,2789.69,Low,Gamborg
Fern,67.53,0.54,16.48,6.69,2125.72,High,Gamborg
Apple,61.66,0.5,21.94,7.39,1276.89,Medium,Murashige & Skoog
Rose,229.9,2.13,19.31,5.58,3687.81,Medium,Gamborg
Wheat,55.47,0.32,20.77,5.26,2808.07,Low,Nitsch
Apple,41.28,0.85,18.85,5.19,1063.47,Medium,Murashige & Skoog
Wheat,71.23,0.24,23.41,5.42,1309.52,Low,Murashige & Skoog
Bamboo,76.93,1.56,28.77,6.38,1097.69,High,Gamborg
Apple,50.89,0.85,17.66,5.55,1629.46,Low,Nitsch
Wheat,36.27,0.24,23.24,6.3,1899.24,Medium,Nitsch
Rose,120.88,3.48,15.54,6.32,3513.98,Medium,Nitsch
Fern,52.04,0.93,25.66,7.34,2319.94,Low,Nitsch
Rose,394.49,1.62,19.45,5.91,3653.12,Medium,Murashige & Skoog
Wheat,83.33,0.84,15.21,6.57,2947.4,Medium,Gamborg
Orchid,367.11,3.23,28.85,6.28,3585.18,Medium,Murashige & Skoog
Orchid,256.64,3.12,25.31,5.56,4317.69,Medium,Gamborg
Wheat,53.36,0.99,21.07,5.27,2643.01,Medium,White
Tulip,12.87,0.15,23.07,5.84,2786.21,Low,Murashige & Skoog
Bamboo,128.05,1.99,23.17,5.96,1871.61,Medium,Nitsch
Bamboo,134.49,1.25,17.7,6.24,1504.81,Low,Nitsch
Orchid,397.28,2.43,19.38,5.55,4647.63,Medium,Gamborg
Tulip,70.06,0.91,23.31,6.73,2238.92,High,B5
Apple,10.14,0.49,24.53,6.37,2642.25,Medium,B5
Cactus,178.69,0.67,18.2,5.58,2200.47,Low,Nitsch
Orchid,186.83,1.83,26.47,7.34,3105.61,Low,Nitsch
Cactus,168.68,1.94,28.31,5.54,1214.58,High,Gamborg
Rose,310.2,4.35,22.28,5.8,4352.48,High,Murashige & Skoog
Cactus,79.74,0.56,28.66,7.23,1436.97,High,B5
Cactus,92.76,1.75,26.45,5.03,1652.42,High,Nitsch
Wheat,78.32,0.75,20.33,6.96,1966.59,Medium,B5
Tulip,98.33,0.5,19.44,5.87,2039.17,Medium,Gamborg
Orchid,387.37,2.48,15.86,6.95,4410.91,Medium,Murashige & Skoog
Wheat,26.94,0.53,24.99,6.45,1874.98,Medium,Murashige & Skoog
Tulip,76.08,0.11,19.06,5.23,2996.46,High,Nitsch
Wheat,96.83,0.69,17.53,6.12,2548.39,Medium,B5
Rose,382.47,1.53,18.51,6.11,4664.26,Medium,White
Bamboo,53.03,2.41,26.63,5.37,1152.68,Low,Gamborg
Wheat,75.56,0.84,15.99,5.15,1570.93,Low,White
Orchid,204.1,3.17,29.2,5.36,3003.92,High,Gamborg
Apple,51.64,0.74,23.71,6.24,1707.93,Medium,B5
Wheat,55.04,0.9,27.29,5.63,2819.87,Low,White
Mango,12.51,0.54,23.19,5.2,2844.48,High,White
Tulip,62.56,0.7,20.82,6.7,2956.37,Low,Gamborg
Rose,185.57,4.85,17.78,7.02,3930.52,Medium,Nitsch
Rose,324.26,1.59,21.99,5.09,4340.81,High,B5
Rose,232.89,1.8,23.89,6.3,3821.82,High,Gamborg
Fern,77.45,0.24,23.56,5.22,1489.31,Medium,B5
Wheat,18.47,0.11,27.22,6.78,1824.41,Medium,B5
Orchid,265.97,3.41,25.98,7.23,3829.48,High,Gamborg
Tulip,23.79,0.31,18.99,7.05,2621.48,Low,Gamborg
Mango,38.13,0.15,22.24,7.28,2580.94,High,White
Fern,93.82,0.69,27.4,6.84,2402.97,High,White
Tomato,172.4,2.46,24.9,6.56,1638.86,Medium,Nitsch
Tulip,80.74,0.43,25.71,7.33,2077.77,High,Murashige & Skoog
Rose,198.23,4.49,21.66,6.75,4271.82,High,Nitsch
Mango,59.56,0.91,28.21,5.38,1163.37,Low,Murashige & Skoog
Fern,70.56,0.65,24.7,5.55,1453.43,High,B5
Fern,17.95,0.62,20.97,5.73,1631.64,Medium,Nitsch
Apple,72.82,0.21,29.22,5.22,2886.92,Low,White
Apple,32.57,0.51,17.41,6.01,1030.89,High,Nitsch
Apple,61.81,0.13,20.73,5.62,2213.26,Medium,Nitsch
Tulip,67.39,0.98,26.3,5.26,2704.46,High,B5
Cactus,125.06,1.92,26.47,7.01,2669.96,Medium,Gamborg
Mango,90.03,0.75,27.58,7.47,1232.83,High,B5
Orchid,125.89,3.16,27.88,5.05,4879.04,Low,B5
Mango,60.29,0.6,21.64,7.46,1119.24,Low,B5
Rose,387.4,3.46,26.77,6.33,4196.21,Medium,Murashige & Skoog
